restaurant_id,name,direction,phone,website,type_food,special_diets,price_range,trip_rating,no_reviews,service_rating,food_rating,value_rating
227,Dough Pizza Restaurant,"14-16 The Corridor In Between Pulteney Bridge & Thermae Bath Spa, Bath BA1 5AP England",+44 1225 443686,http://doughpizzarestaurant.co.uk/,N.A,N.A,N.A,4.5,1160,4.5,4.5,4.5
228,Locanda degli Scaligeri,"Via Marcantonio Bentegodi 7, 37122, Verona Italy",+39 349 826 1711,https://www.facebook.com/Locanda-degli-Scaligeri-343953959344912/,"Italian, Seafood, Mediterranean, Deli, Wine Bar","Vegetarian Friendly, Vegan Options, Gluten Free Options",€10 - €25,4.5,470,4.5,4.5,4
229,Bloom Food and Caffe,"Piazza delle Erbe 24, 37121, Verona Italy",+39 045 206 8160,http://www.bloomverona.it/,"Italian, Bar, Cafe, Mediterranean",Vegetarian Friendly,€20 - €49,3,231,3.5,3.5,3
230,Ristorante Bar Caffetteria Al Duomo,"Piazza Duomo 4, 37121, Verona Italy",+39 045 597274,N.A,"Italian, Bar, Cafe","Vegetarian Friendly, Vegan Options",N.A,4,226,4.5,4,4
231,San Mattia Osteria Pizzeria Lounge Bar,"Viale Dei Colli 43 Sulle Torricelle, 37128, Verona Italy",+39 045 245 6625,http://sanmattia.eu/,"Italian, Pizza, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",€10 - €30,4,585,3.5,4,3.5
232,Yard Restaurant,"Corso Cavour 17/a, 37121, Verona Italy",+39 045 464 5069,http://www.yardrestaurant.it/,"Italian, American, Seafood, International, Mediterranean, Sushi, European, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",€13 - €59,4,438,3.5,3.5,3.5
233,Osteria A La Carega,"Via Cadrega 8, 37121, Verona Italy",+39 045 806 9248,http://www.osterialacarega.com/,"Italian, Bar, Mediterranean, Wine Bar",Vegetarian Friendly,€13 - €27,3.5,241,3.5,3.5,4
234,Osteria dei Signori,"Largo Pescheria Vecchia 9/A, 37121, Verona Italy",+39 045 929 8073,http://www.facebook.com/Osteria-dei-Signori-363844180641347/,"Italian, Mediterranean","Vegetarian Friendly, Gluten Free Options",€25 - €40,4,305,4,4,4
235,Anyukam Mondta,"Petofi ut 57, Encs 3860 Hungary",+36 46 587 340,http://www.anyukammondta.hu/,"Italian, European, Central European, Hungarian","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4.5,474,4.5,5,4.5
236,Verona Pizza and Italian Restaurant,"201 N Highway 287, Decatur, TX 76234-3313",+1 940-626-4758,http://www.veronapizzaandrest.com/,"Italian, Pizza",Vegetarian Friendly,€5 - €10,4.5,56,4.5,4.5,4.5
237,Trattoria Ristorante Al Fogolar,"Via Mazzini 151 loc. Quaderni, 37069, Villafranca di Verona Italy",+39 045 794 0176,http://www.facebook.com/Al-Fogolar-di-Quaderni-Villafranca-Verona-720354951372364,"Italian, Mediterranean","Vegetarian Friendly, Gluten Free Options",N.A,4.5,411,4.5,4.5,4.5
238,La Pizza di Paolo & Rosetta,"Piazza Corrubbio 32, 37123, Verona Italy",+39 045 801 2336,http://lapizzadipaoloerosetta.it/,"Italian, Pizza","Vegetarian Friendly, Vegan Options",N.A,4.5,193,4.5,4.5,4
239,Pizzeria Torre 5,"Corso Porta Nuova 9, 37122, Verona Italy",+39 045 597832,http://pizzeriatorre5.com/,"Italian, Pizza, Mediterranean","Vegan Options, Vegetarian Friendly",N.A,3.5,327,3.5,3.5,3.5
240,Osteria Alla Torre,"Piazza delle Erbe 10, 37121, Verona Italy",+39 045 803 1230,http://www.osteriaallatorre.com/,"Mediterranean, Italian, European","Vegetarian Friendly, Gluten Free Options",N.A,4,133,4,4.5,4
241,Verona,"Pl. Nowy Targ 22/23, Wroclaw 50-144 Poland",/071/ 344-26-75,http://www.verona.com.pl/,"Italian, Pizza, European, Polish",N.A,€4 - €8,3.5,36,3.5,4,4
242,Al Fornello,"Via Fornello 5, 37067, Valeggio Sul Mincio Italy",+39 045 795 0323,https://www.trattoria-fornello.it/index.html,"Italian, Mediterranean, Barbecue","Vegetarian Friendly, Gluten Free Options",€25 - €45,4.5,1031,4.5,4.5,4
243,Forneria Mazzini,"Via Giuseppe Mazzini 68, 37121, Verona Italy",N.A,N.A,N.A,N.A,N.A,2,98,2.5,2.5,2.5
244,R&J Italian Lounge & Restaurant,"22 - 36 Nguyen Hue Blvd. Level B1, The Reverie Saigon, Ho Chi Minh City 70000 Vietnam",+84 8 3823 6688,https://www.thereveriesaigon.com/restaurants-bars-2/rj/,Italian,"Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4.5,373,5,4.5,4.5
245,Berberè Verona,"Via Pellicciai 2 Corner Piazza Delle Erbe, 37121, Verona Italy",+39 045 206 6922,http://www.berberepizza.it/,"Pizza, Italian, Mediterranean","Vegetarian Friendly, Vegan Options",€5 - €13,4,194,4,4.5,4
246,Ristorante Tabia,"Via Giovanni Zambelli 14, 37121, Verona Italy",+39 045 594159,http://www.ristorantetabiaverona.com/,"Italian, Pizza, Mediterranean",Vegetarian Friendly,N.A,3.5,404,4,3.5,3.5
247,Duchi Cafè,"Corso Porta Nuova 20, 37122, Verona Italy",+39 045 591539,http://duchicafe.it/chi-siamo-duchi-cafe,"Italian, Bar, Cafe","Vegetarian Friendly, Vegan Options",N.A,4.5,449,4,4,4
248,Divieto Ristorante - Doral,"10650 NW 41st St, Doral, FL 33178-4262",+1 305-470-8038,http://www.divietoristorante.com/,"American, Italian","Vegetarian Friendly, Vegan Options",€17 - €81,4.5,580,4.5,4.5,4
249,Al Bracere,"Via Adigetto 6/A, 37122, Verona Italy",+39 045 597249,http://www.albracere.com/,"Italian, Pizza, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",€13 - €60,4,572,4,4,3.5
250,Osteria ai portegheti,"Piazza San Tomaso N 8/9, 37129, Verona Italy",+39 045 894 0473,https://www.facebook.com/Osteria-Ai-Portegheti-165558246802688/,"Bar, Italian, International, Pub",Vegan Options,N.A,4,80,4,4,4
251,Arca Di Noè,"Via XX Settembre, 37129, Verona Italy",+39 045 803 1000,https://www.facebook.com/arcadinoe.verona/,"Italian, Pizza, Seafood, Mediterranean, European","Vegetarian Friendly, Gluten Free Options",€12 - €25,4,123,4,4.5,4.5
252,Amici Ristorante & Pizzeria,"Calle Buenos Aires Playa Carmen, Santa Teresa 60111 Costa Rica",+506 2640 0935,https://www.facebook.com/amiciristorantepizzeriacr/,"Italian, Pizza","Vegetarian Friendly, Vegan Options",N.A,4.5,194,4.5,4.5,4.5
253,osteria Sottocosta,"Piazza delle Erbe N 16, 37121, Verona Italy",N.A,http://osteria-sottocosta-restaurant.business.site/,N.A,N.A,N.A,2,74,2,2,2
254,The Loft 37,"Via Nazionale 37, 37036, San Martino Buon Albergo Italy",+39 045 990099,http://theloft37.it/,"Italian, Bar, Pizza, Seafood, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4,284,4,4,4
255,Giulietta e Romeo Heladeria Italiana,"Calle Agustin Arreola # 25 Colonia Centro, La Paz 23000 Mexico",+52 612 131 7307,https://www.facebook.com/GiuliettaeRomeoLaPaz/,"Cafe, Italian, Diner, Fruit parlours",N.A,€2 - €4,4.5,123,4.5,4.5,4.5
256,Hosteria Moderna Verona,"Via Angelo Scarsellini 9/B Quartiere S. Zeno, 37123, Verona Italy",+39 045 591545,http://www.hosteriamoderna.it/,"Italian, American, Barbecue","Vegetarian Friendly, Vegan Options, Gluten Free Options",€15 - €30,4.5,432,4.5,4.5,4
257,Verona Italian Bistro,"1203 N Hobart St Suite 14, Pampa, TX 79065-4605",N.A,https://www.facebook.com/pages/Verona-Italian-Bistro/725991417433823,"Italian, Pizza",Vegetarian Friendly,N.A,4.5,45,4,4.5,4
258,IL PIZZO NERO,"Via Pasubio 27/B Verona, 37069, Villafranca di Verona Italy",+39 045 633 6688,http://ilpizzonero.altervista.org/ilpizzonero.html,"Italian, Mediterranean",Vegetarian Friendly,€10 - €21,4.5,338,4.5,4.5,4.5
259,Gastronomia Vecio Castel,"Stradone Porta Palio 5, 37122, Verona Italy",+39 045 592699,http://www.facebook.com/Gastronomia-Vecio-Castel-1434267053531774,"Italian, Grill, Street Food","Vegetarian Friendly, Vegan Options, Gluten Free Options",€6 - €15,4.5,276,4.5,4.5,4.5
260,Guapo,"Via Giovanna Murari Bra 49 A, 37136, Verona Italy",+39 045 823 0137,http://www.guaporistorante.com/,"Argentinean, Barbecue, Healthy, Grill",Gluten Free Options,€35 - €55,4.5,918,4.5,4.5,4
261,Più Gusto Bio,"Stradone Porta Palio 36, 37122, Verona Italy",+39 045 801 0250,https://www.piugustobio.it/,"Italian, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4.5,204,4.5,4.5,4.5
262,Castrum Relais & Ristorante,"Via Castello 21 Castelrotto Di Negarine, 37029, San Pietro in Cariano Italy",+39 045 685 0126,http://www.castrumrelais.it/ristorante.html,"Italian, Mediterranean, Barbecue, European","Vegetarian Friendly, Gluten Free Options",€25 - €45,4.5,277,4.5,4.5,4
263,Verona Ristorante Italiano,"Reguliersdwarsstraat 7, 1017 BJ Amsterdam The Netherlands",+31 20 341 3710,http://www.facebook.com/veronaristoranteitaliano,"Mediterranean, Italian, Pizza, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",€6 - €15,4.5,528,4.5,4,4
264,Verona,"1167 E Marion St, Shelby, NC 28150-4881",+1 704-600-6220,https://www.facebook.com/VeronaItalianGreekNyStylePizzeria/,"Italian, American, Pizza, Greek",Vegetarian Friendly,N.A,4.5,21,4.5,4,4.5
265,Istanbul Doner Kebab,"Via De Benci 18/R, 50122, Florence Italy",N.A,https://www.facebook.com/pages/Instanbul-Doner-Kebap/229507357095941,"Fast Food, Turkish",Halal,N.A,4.5,160,4.5,4.5,4.5
266,La Prosciutteria - Verona,"Piazza delle Erbe 31, 37121, Verona Italy",+39 045 494 3810,http://www.laprosciutteria.com/,"Italian, Mediterranean, Wine Bar, Tuscan, Central-Italian",N.A,€3 - €15,4,287,4,4,4
267,Osteria Al Ponte,"Via Brolo Musella 23 Ferrazze, San Martino Buon Albergo Italy",+39 045 892 0492,http://www.alponteferrazze.it/index.php?option=com_contact&view=contact&id=1&Itemid=53,"Italian, Mediterranean, Barbecue","Vegetarian Friendly, Gluten Free Options",N.A,4,361,4,4,4
268,Doner Kebab Del Centro,"Via Pellicciai 5c Wi-Fi free, 37121, Verona Italy",+39 345 554 3668,N.A,"Fast Food, Street Food, Middle Eastern, International","Vegetarian Friendly, Halal",€2 - €7,4.5,151,4.5,4.5,4.5
269,Dulcamara Vegan Bio Bistrot,"Via Francesco Berni 7, 37122, Verona Italy",+39 045 258 6258,http://www.dulcamara.bio/,Italian,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€5 - €15,4.5,126,4.5,5,4.5
270,Zio Lele,"Via Giosue Carducci 13, 37129, Verona Italy",+39 351 874 4330,http://www.ziolele.it/,"Italian, Pizza, Street Food","Vegetarian Friendly, Vegan Options",€5 - €14,4.5,242,4.5,4.5,4.5
271,Flower Burger,"Corso Porta Nuova 87, 37122, Verona Italy",+39 045 221 5958,http://www.flowerburger.it/,"Italian, American, Fast Food, European, Healthy",Vegan Options,€7 - €12,4.5,211,4.5,4.5,4.5
272,Come Una Volta - Gelateria Artigianale Biologica,"Via Pellicciai 11, 37121, Verona Italy",+39 347 364 5396,http://www.facebook.com/gelateriabiologicaverona/,Deli,"Vegetarian Friendly, Gluten Free Options",€2 - €6,4.5,151,4.5,4.5,4
273,Gelateria Impero,"Piazza Dei Signori 22, 37121, Verona Italy",+39 045 803 0160,http://www.coti.it/,Italian,Vegetarian Friendly,N.A,4.5,102,4.5,4.5,4.5
274,Campidoglio Bistrò,"Piazzetta Antonio Tirabosco 4, 37121, Verona Italy",+39 045 591059,http://www.campidogliobistro.it/,"Italian, Seafood, Mediterranean, European","Vegetarian Friendly, Gluten Free Options",N.A,4.5,58,4.5,4.5,4
275,Cerchio dei Golosi,"Via Ponte Cittadella 5 Sotto Portici, 37122, Verona Italy",+39 335 160 0707,N.A,"Italian, Mediterranean",Vegetarian Friendly,N.A,4.5,283,4,4,4.5
276,Officina dei Sapori,"Via Gianbattista Moschini 26 di fronte al Liceo Fracastoro, a due passi da Ponte Pietra e dal Teatro Romano, 37129, Verona Italy",+39 045 913877,http://www.officinasapori.com/,"Italian, Seafood, Mediterranean, European, Healthy",Gluten Free Options,N.A,4.5,686,4.5,4.5,4
277,Il Borgo Trattoria,"Via Bassone 163/A In Front of the Church, 37139, Verona Italy",+39 348 762 0812,http://www.facebook.com/ilborgotrattoria/?fref=ts,Northern-Italian,Vegetarian Friendly,€10 - €40,4.5,238,4.5,4.5,4.5
278,Forkette,"Via Santa Maria Rocca Maggiore 8, 37129, Verona Italy",+39 045 570 2330,http://www.forkette.it/,"Italian, Pizza, Wine Bar, Mediterranean","Vegetarian Friendly, Vegan Options",€4 - €40,4.5,73,4,4.5,4.5
279,Frz Lab,"Via Guglielmo Marconi 15/a, 37122, Verona Italy",+39 388 436 0548,http://www.facebook.com/pg/Frizzante.Lab/about/?ref=page_internal,N.A,N.A,N.A,4.5,153,4.5,4.5,4
280,Locanda Ristori,"Vicolo Valle 1, 37122, Verona Italy",+39 345 035 8829,http://www.facebook.com/www.locandaristori.it/,Italian,N.A,€25 - €35,4.5,335,4.5,4,4
281,Brest Ostricheria,"Via Enrico Noris 4 Laterale Via Mazzini, 37121, Verona Italy",+39 366 527 1064,http://www.ostricheriabrest.it/,"French, Seafood, European, Wine Bar",Gluten Free Options,"€25 - €1,000",4.5,206,4.5,4.5,4
282,Farcito,"Via Guglielmo Oberdan 18/A, 37121, Verona Italy",+39 045 457 8454,http://www.farcitoverona.it/,"Mediterranean, Brew Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options",€5 - €12,4.5,554,4.5,4,4
283,Verona Italian Restaurant,"9039 Garland Rd, Dallas, TX 75218-3919",+1 214-660-1112,http://veronaitaliancafe.com/,"Italian, Pizza",Vegetarian Friendly,N.A,4,27,4.5,4,4
284,Roadhouse Grill,"Viale del Lavoro 23, 37135, Verona Italy",+39 045 823 0546,http://www.roadhousegrill.it/,"Italian, American, Steakhouse, Fast Food, Barbecue, European",N.A,€15 - €20,3,575,3.5,3.5,3
285,Pizzeria Trattoria Vecchia Lira,"Via Calabria 7/d San Massimo Verona, 37139, Verona Italy",+39 045 890 1188,http://www.facebook.com/Pizzeria-Trattoria-Vecchia-Lira-267164346645261/,"Italian, Pizza, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",€10 - €19,4,889,4,4,4.5
286,Ristorante Pina,"Via Stazione 85, 37014, Castelnuovo del Garda Italy",+39 045 757 0275,http://www.ristorantepina.it/,"Italian, Mediterranean",Vegetarian Friendly,€15 - €19,4.5,622,4,4.5,4.5
287,Ichiban,"Piazzetta Alcide De Gasperi 3, 37122, Verona Italy",+39 045 803 3086,http://www.ichibanjesolo.com/,"Japanese, Sushi, Fusion, Chinese, Seafood, Asian",Vegetarian Friendly,€25 - €30,4,565,4.5,4,4
288,Amarcord,"Zhukovskogo St., 49 metro Ploshad Vosstaniya, St. Petersburg 191014 Russia",+7 812 948-20-05,http://www.amarcordcafe.ru/ru/,"Italian, Cafe, Seafood, Mediterranean, European, Romana, Lazio, Central-Italian","Vegetarian Friendly, Vegan Options",€7 - €9,4.5,531,4.5,4.5,4.5
289,Pizzeria e Trattoria Da TAKE,"7-18-1 Horikawamachi, Kanazawa 920-0847 Ishikawa Prefecture",+81 76-254-1078,http://www.three-wood-dining.com/,"Italian, Pizza, Seafood, Grill, Mediterranean, Neapolitan, Campania, Southern-Italian",Vegetarian Friendly,€4 - €27,4.5,186,5,4.5,4
290,Shanghai,"Via Marsala N_ 6, 35122, Padua Italy",+39 049 652910,http://www.shanghaipd.it/,"Chinese, Seafood, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",€13 - €20,4.5,840,4,4,4
291,Trattoria San Basilio,"Via Antonio Pisano 9, 37131, Verona Italy",+39 45 52 0475,http://www.trattoriasanbasilio.it/,"Italian, European, Mediterranean",Vegetarian Friendly,N.A,4,283,4,4.5,3.5
292,Pizzeria Asso De Cope,"Via Rinaldo da Villafranca 39-41 Locale Climatizzato, 37069, Villafranca di Verona Italy",+39 045 630 5852,http://www.facebook.com/Pizzeria-Asso-de-Cope-130435810468115/,"Italian, Pizza","Vegetarian Friendly, Vegan Options, Gluten Free Options",€9 - €14,4,555,4,4,3.5
293,Subway,"Corso Cavour 50, 37121, Verona Italy",+39 045 222 2489,https://restaurants.subway.com/italy/verona/corso-cavour-50?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=65670&utm_campaign=evergreen-2020&y_source=1_MTQ5MjcyOTQtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,"Fast Food, European, American","Vegetarian Friendly, Vegan Options",N.A,4,102,4.5,4,4.5
294,Piazza Erbe 28,"Piazza delle Erbe 28, 37121, Verona Italy",+39 045 222 6711,http://www.piazzaerbe28.com/,"Italian, Pizza",N.A,N.A,4,63,4,4,3.5
295,Gastronomia Di Via Stella Sas,"Via Stella 11, 37121, Verona Italy",+39 045 800 4998,http://www.gastronomiastella.it/,"Italian, Mediterranean",N.A,N.A,3.5,132,4,4,3.5
296,Re Carlo,"Via Carlo Cattaneo 12, 37121, Verona Italy",+39 045 800 7604,http://www.recarlodabarca.it/,"Bar, Italian",Vegetarian Friendly,N.A,3.5,105,4,4,3.5
297,Pasticceria Barini,"Corso Porta Nuova 8, 37122, Verona Italy",+39 45 8030449,http://pasticceriabarini.it/,Cafe,N.A,N.A,4,158,4,4.5,4
298,S.Y. Kitchen,"1110 Faraday St, Santa Ynez, CA 93460-9655",+1 805-691-9794,http://www.sykitchen.com/,N.A,N.A,N.A,4.5,426,4.5,4.5,4
299,Venchi,"Calle dei Fabbri 989 San Marco, 30124 Venice Italy",+39 041 241 2314,https://www.venchi.com/it/negozi/venezia-piazza-sanmarco,N.A,N.A,N.A,4.5,787,4,4.5,4
300,Bar Verona,"500 Loop Rd, Commerce Charter Twp, MI, Commerce Township, MI 48390-3083",+1 248-387-5400,http://barverona.com/,Italian,N.A,€4 - €21,3.5,26,3.5,3,2.5
301,Cafe Verona,"77 Victoria St, Melbourne, Victoria 3000 Australia",N.A,N.A,Cafe,N.A,N.A,4,34,4,4,4
302,SAOS,"Via Guglielmo Oberdan 17, 37121, Verona Italy",+39 045 801 6085,http://www.saos.it/,"Italian, International, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options",€5 - €20,4,356,4,4,4
303,Enoteca dei Tadi,"Via Dei Tadi 15 Sotto i portici a 30 mt dal duomo, 35139, Padua Italy",+39 338 408 3434,http://www.enotecadeitadi.it/,"Italian, Mediterranean, European, Wine Bar","Vegetarian Friendly, Gluten Free Options",€15 - €23,4.5,1152,4.5,4.5,4
304,La Cola,"Strada Per Montecchio 13, 37127, Verona Italy",+39 045 834 0681,http://www.facebook.com/trattoriapizzerialacola/,"Italian, Pizza, Mediterranean","Vegetarian Friendly, Gluten Free Options",N.A,4,315,3.5,4,3.5
305,Osteria Trattoria PerBacco,"Via Giosue Carducci 48/A, 37129, Verona Italy",+39 045 594193,http://www.trattoriaperbacco.com/,"Italian, Mediterranean",Vegetarian Friendly,N.A,4,247,4,4.5,4.5
306,Caffè Cucina & Bottega,"Via Armando Diaz 20/22, 37121, Verona Italy",+39 045 800 3552,http://www.scapin1935.it/bottega/,"Italian, Seafood, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",€10 - €40,4,621,4,4,4
307,Ristorante La Berlera,"Via Ceole 8/B, 38066, Riva Del Garda Italy",+39 380 760 3263,http://www.laberlera.it/,"Italian, Mediterranean, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options",€20 - €50,4.5,1525,4.5,4.5,4
308,De rossi il fornaio,"Corso Porta Borsari 3 37121 Verona, 37121, Verona Italy",+39 045 800 2489,http://derossi.it/,Italian,N.A,N.A,4,140,4,4,3.5
309,La Locanda dei Capitani,"Piazza Dei Signori 5, 37121, Verona Italy",+39 045 594605,http://www.locandacapitani.it/,"Italian, Mediterranean",N.A,€21 - €84,4,102,4,4,3.5
310,Accademia Caffe,"Via Roma 4A, 37121, Verona Italy",+39 346 666 7450,http://web.facebook.com/pages/category/Cocktail-Bar/Accademia-caff%C3%A8-436030726557380/?_rdc=1&_rdr,"Bar, Italian",Vegetarian Friendly,€3 - €17,3,143,3.5,3.5,3.5
311,Al Calmiere,"Piazza San Zeno 10, 37123, Verona Italy",+39 045 803 0765,http://calmiere.com/,Italian,Gluten Free Options,N.A,3.5,505,3.5,3.5,3
312,Zen Lounge Cafe,"Piazza Corrubbio 17, 37123, Verona Italy",+39 320 792 2480,http://www.facebook.com/ZenLoungeCafe/,"Cafe, Italian",Vegetarian Friendly,N.A,3.5,112,3.5,3.5,3.5
313,Bar Ristorante Della Ragione,"Piazza delle Erbe 6, 37121, Verona Italy",+39 045 800 5070,http://www.bardellaragione.it/,"Italian, Pizza, Mediterranean",N.A,N.A,2.5,109,4,3.5,3
314,Le Gemme di Artemisia,"Via Corrubbio 18, 37010, Torri del Benaco Italy",+39 351 784 9077,http://www.legemmediartemisia.it/,N.A,N.A,N.A,5,244,5,5,4.5
315,Pasta Per Caso Anna & Armando,"Avenida Hicaco, Caye Caulker Belize",+501 602-6670,http://www.facebook.com/pasta.percaso/,Italian,Vegan Options,€12 - €50,5,1077,5,5,4.5
316,Da Pino,"Piazza Bra 20, 37121, Verona Italy",+39 045 853 1191,http://www.dapino.it/,"Italian, Pizza, Mediterranean","Vegetarian Friendly, Vegan Options",€15 - €22,4.5,110,4,4.5,4
317,Signor Grano,"Stradone Porta Palio 4/A, 37122, Verona Italy",+39 045 462 3758,https://www.signorgrano.it/,"Pizza, Italian, Brew Pub, Fast Food, Apulian, Southern-Italian","Vegetarian Friendly, Vegan Options",N.A,5,78,5,5,5
318,ZUSHi Japanese Restaurants,"Via Quattro Novembre 17 Via 4 Novembre 17-Borgo Trento, 37126, Verona Italy",+39 045 834 9504,http://www.zushi.eu/,"Japanese, Seafood, Sushi, Soups","Vegetarian Friendly, Gluten Free Options",€13 - €35,4,453,4,4,3.5
319,Antica Trattoria da Bepi,"Via Valpolicella 14, 37020, Marano di Valpolicella Italy",+39 045 775 5001,http://www.anticatrattoriadabepi.it/,"Italian, Mediterranean","Vegetarian Friendly, Gluten Free Options",€25 - €42,4.5,303,4,4.5,4
320,Pasta Emilia,"259 Riley St Surry Hills, Sydney, New South Wales 2010 Australia",+61 2 9212 1069,http://www.emilia.com.au/,N.A,N.A,N.A,4,205,3.5,4,3.5
321,Pizzeria La Conchiglia,"Via Leoncino 55, 37121, Verona Italy",+39 342 845 6907,http://www.laconchiglianetwork.it/,"Italian, Pizza, Fast Food",Vegetarian Friendly,N.A,4,209,4,4,4
322,Accademia,"Via Scala 10, 37121, Verona Italy",+39 045 800 6072,http://www.ristoranteaccademia.com/,"Italian, European",N.A,N.A,4,92,4.5,4.5,4
323,Trattoria Dal Ropeton,"Via Fontana del Ferro 1, 37129, Verona Italy",+39 045 803 0040,https://www.trattoriadaropeton.it/,"Italian, Mediterranean",Gluten Free Options,€27 - €33,4,690,3.5,4,4
324,Bar Trattoria Al Galo,"Via Camillo Benso Conte di Cavour 9, 37030 Colognola ai Colli Italy",+39 045 615 1631,N.A,"Italian, Steakhouse, Barbecue",Gluten Free Options,N.A,4.5,462,4,4.5,4
325,Dal Pescatore,"Strada Canneto Fontanella 15, 46013 Canneto sullOglio Italy",+39 0376 723001,http://www.dalpescatore.com/,"Italian, Seafood, Mediterranean, European, Lombard, Northern-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4.5,836,4.5,4.5,4
326,Ristorante Casale Spighetta,"Via Spighetta 15 Torbe di Negrar, 37024, Negrar di Valpolicella Italy",+39 045 750 2188,http://www.casalespighetta.it/,"Italian, Seafood, Mediterranean, European","Vegetarian Friendly, Gluten Free Options",€43 - €79,4.5,182,4.5,4.5,4
327,Cafe Verona,"201 S La Brea Ave, Los Angeles, CA 90036-3022",+1 323-934-6188,http://www.cafeveronala.com/,Italian,N.A,N.A,4,74,4.5,4.5,4
328,Antica Osteria Toscana,"Via di Novoli 73H, 50127, Florence Italy",+39 055 411082,http://anticaosteriatoscana.eatbu.com/,"Barbecue, Tuscan, Central-Italian","Vegetarian Friendly, Gluten Free Options",N.A,4.5,1404,4.5,4.5,4
329,Risotteria Melotti Roma,"Via della Vetrina 12A/B, 00186 Rome Italy",+39 06 686 8093,http://www.risotteriamelottiroma.it/,"Italian, Mediterranean, Healthy, Contemporary","Vegetarian Friendly, Vegan Options, Gluten Free Options",€20 - €35,4.5,575,4.5,4.5,4
330,Antica Corte Pallavicina,"Strada Palazzo Due Torri 3, 43016 Polesine Parmense Italy",+39 0524 936539,http://www.acpallavicina.com/,"Italian, Mediterranean, Emilian, Northern-Italian","Vegetarian Friendly, Gluten Free Options",N.A,4.5,921,4.5,4.5,4
331,Cucinetta,"U 4 3 Murphy St South Yarra, Melbourne, Victoria 3141 Australia",+61 3 9942 2607,http://www.cucinettamelb.com.au/,N.A,N.A,N.A,4.5,387,5,4.5,4.5
332,Gelateria La Romana - Roma,"Via Venti Settembre 60, 00187 Rome Italy",+39 06 4202 0828,https://www.gelateriaromana.com/34-gelateria-roma.php,N.A,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€2 - €4,4.5,5892,4.5,4.5,4.5
333,Trattoria Pizzeria da Nasone,"Via di Santa Caterina dAlessandria 27 Via Santa Caterina dAlessandria 27, 50129, Florence Italy",+39 055 088 0401,http://www.facebook.com/DaNasone2013,"Italian, Pizza, Mediterranean, Tuscan, Central-Italian","Vegetarian Friendly, Vegan Options",€8 - €40,4.5,552,4.5,4.5,4.5
334,Ristorante Belcore,"Via DellAlbero 28/30 Stazione SMN, 50123, Florence Italy",+39 349 393 4288,http://www.ristorantebelcore.it/,N.A,N.A,N.A,4.5,625,4.5,4.5,4.5
335,Trattoria del Borgo,"Via San Rocco 12, 40050 Monteveglio, Valsamoggia Italy",+39 051 670 7982,http://www.trattoriadelborgomonteveglio.it/,"Italian, Mediterranean, Emilian, Northern-Italian","Vegetarian Friendly, Gluten Free Options",€24 - €31,4.5,727,4.5,4.5,4
336,GROM - Il Gelato come una volta,"Via del Campanile 2, Florence Italy",+39 055 216158,https://www.grom.it/gelateria-firenze.html,N.A,N.A,N.A,4.5,2280,4,4.5,4
337,Il Mosaico,"Via Brescia 49/51, 25019 Sirmione Italy",+39 030 990 5758,http://www.ristoranteilmosaico.it/,"Italian, Pizza, Seafood, Mediterranean, European, Lombard, Northern-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4.5,508,4.5,4,4
338,Gelateria La Romana - Roma Via Cola Di Rienzo,"Via Cola di Rienzo 2, 00192 Rome Italy",+39 06 3260 9251,http://www.facebook.com/GelateriaLaRomanaRomaViaCola,Italian,"Vegetarian Friendly, Gluten Free Options",N.A,4.5,1034,4.5,4.5,4.5
339,Favoloso,"13240 118 Ave NW, Edmonton, Alberta T5L 4N4 Canada",+1 780-454-6329,http://www.facebook.com/favolosoedmonton,"Italian, Pizza","Vegetarian Friendly, Vegan Options",N.A,5,46,5,5,5
340,Albergo Ristorante Leso,"Piazza XIII Comuni 32 Loc. Valdiporro, Bosco Chiesanuova Italy",+39 045 705 0093,http://www.albergoleso.it/,Italian,Vegetarian Friendly,N.A,4.5,125,4,4.5,4
